id,text,query,username,permalink,timestamp,media_type,relevance_score,relevance_tier,matched_terms,source_queries,retrieval_sources,searched_at,first_seen_at,last_seen_at,seen_count
3994393132091526217,"有沒有人想看今晚9/26 
Treasure在高雄巨蛋演唱會的？
我有2張橙211區的票，數量有限喔⋯⋯

現場給票～請私訊我▓

非詐騙，黃牛別來亂！

#寶石盒
#TREASURE",演唱會,xiaonainai1491,https://www.threads.com/@xiaonainai1491/post/Ddu72Pzk0xJ,2026-09-26T02:13:09Z,TEXT_POST,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991390414Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994411709200686223,"LANY演唱會降售乙張，1000元就好
缺點是必須跟我坐😂😂😂",演唱會,ck231027,https://www.threads.com/@ck231027/post/DdvAElFkVyP,2026-09-26T02:50:03Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991362583Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994435809470297956,"都已經實名制了 

你黃牛可不可以不要佔流量

真粉都看不到演唱會..

有沒有人跟我一樣沒搶到😩😩",演唱會,_kuokuo1014_,https://www.threads.com/@_kuokuo1014_/post/DdvFjSNk7dk,2026-09-26T03:37:56Z,CAROUSEL_ALBUM,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991334241Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994436191227424745,"#售

izna Concert Tour：WHO DAT GIRL? in TAIPEI
有一樓$4280兩張，序號8XX（XX小於10）

票是從別人那邊收來的，有購證，匯款後可以直接給您對方的帳號去對接，演唱會前五天給取票序號

如果有需要的話有手燈可以租借
手燈圈可賣（全新）

求售當天有事情無法去看演唱會🥲",演唱會,shjzjxmxoia_,https://www.threads.com/@shjzjxmxoia_/post/DdvFo1wEy_p,2026-09-26T03:38:42Z,TEXT_POST,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991329635Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994443779771871809,"#讓票#MAMAMOO台北演唱會門票
 特1區 6980*2 可拆
只讓給真正需要的粉絲 粉絲原價
黃牛勿擾 謝謝🙏￼",演唱會,turtle.46428141,https://www.threads.com/@turtle.46428141/post/DdvHXRIkjJB,2026-09-26T03:53:46Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991347181Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994444320106159255,"依家想出2張飛，萬能的threads🙏🏻
希望有fans收留？back number 香港演唱會
880*2 有意DM plsss🫶🏻",演唱會,duc.k7181,https://www.threads.com/@duc.k7181/post/DdvHfIXARyX,2026-09-26T03:54:51Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991338718Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994446845984286524,"#讓票#售票 MAMAMOO演唱會門票 台北場
第一次幫朋友搶到熱門的門票😭
結果她自己也有搶到了🥹
多兩張 原價讓 6980*2 可拆
只限粉絲～￼",演唱會,gazelle.3404296,https://www.threads.com/@gazelle.3404296/post/DdvID4xEqc8,2026-09-26T03:59:52Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991304317Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994459593481647416,"更新～今天早上請家人買到💙🩷各一想換🖤，有點盒損，因為早上太激烈了🫠🫠
求換🖤
高雄台南面交優先或高雄演唱會面交",演唱會,yee_foodielife,https://www.threads.com/@yee_foodielife/post/DdvK9YzH_U4,2026-09-26T04:25:12Z,TEXT_POST,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991377475Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994472841248680892,"#讓票#售票 MAMAMOO演唱會門票 台北場
第一次幫朋友搶到熱門的門票😭
結果她自己也有搶到了🥹
多兩張 原價讓 6980*2 可拆
只限粉絲～￼",演唱會,gazelle.3404296,https://www.threads.com/@gazelle.3404296/post/DdvN-Kvkqu8,2026-09-26T04:51:31Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991352819Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994472956004795523,"#讓票#MAMAMOO台北演唱會門票
 特1區 6980*2 可拆
只讓給真正需要的粉絲 粉絲原價
黃牛勿擾 謝謝🙏￼",演唱會,turtle.46428141,https://www.threads.com/@turtle.46428141/post/DdvN_1nkgSD,2026-09-26T04:51:44Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991366359Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994492683032814049,"有沒有人想看這個演唱會音樂劇
原本有吳思賢然後加上整體的人想說可以去看看
但現在吳思賢退出我就不太想去了
我可以降價賣
兩張不分售
新北土城永和板橋面交
僅接受面交付現
畢竟現在詐騙猖獗
加上用寄的也有風險
望見諒🙏🙏🙏

可私訊",演唱會,ann820711ann,https://www.threads.com/@ann820711ann/post/DdvSe52EWHh,2026-09-26T05:30:56Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991315434Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994494949424462470,"想問有人在trip上買過演唱會門票嗎
是在平台上買好到日本現場再換票就好了嗎？
想去YOASOBI 11月28、29福岡場

放棄台灣場了
國泰優先購→兩次抽選→公售 全部失敗😭",演唱會,y_mga21,https://www.threads.com/@y_mga21/post/DdvS_4liXqG,2026-09-26T05:35:26Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991404405Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994507781428455056,"多搶到一張媽木演唱會票😂
紫2D區7排13號｜含福利券、抽獎資格
11/29下午3點 小巨蛋
不知道有沒有粉絲想要？
有意再私，誠釋🥰",演唱會,hou73620,https://www.threads.com/@hou73620/post/DdvV6nUk6aQ,2026-09-26T06:00:56Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.991285289Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
3994509221442745939,"原價讓
MAMAMOO演唱會門票🎫
幫女兒有多搶一張，還有人想要的嗎？",演唱會,xhsg353836,https://www.threads.com/@xhsg353836/post/DdvWPkcHfZT,2026-09-26T06:03:48Z,IMAGE,60,high,"[""演唱會""]","[""演唱會""]","[""threads_ssr""]",2026-09-26T06:08:56.99127902Z,2026-09-26T06:09:03.154863Z,2026-09-26T06:09:03.154863Z,1
